0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
6,10,9,10,6,0,10,0,6,6,6,10,10,6,6,48,10,47,10,10,10
40,45,45,45,47,0,45,0,47,41,47,45,45,47,47,0,45,8,46,45,45
47,48,48,48,48,42,47,42,48,9,48,48,47,48,48,41,47,40,47,48,47
6,11,10,11,46,1,11,1,46,7,46,11,11,46,46,7,11,6,46,11,11
7,11,10,11,7,1,10,2,7,8,7,11,10,7,7,42,10,41,7,11,10
42,47,47,47,48,40,47,40,48,43,48,47,47,48,48,2,47,1,48,47,47
7,12,11,12,8,1,12,1,8,8,8,12,12,8,8,40,12,39,11,12,12
6,46,45,46,7,2,46,2,7,42,7,46,46,7,7,1,46,0,46,46,46
47,8,48,8,48,41,8,42,47,48,48,8,8,47,48,41,8,40,47,8,8
7,12,11,12,47,41,11,41,47,8,47,12,11,47,47,8,11,0,12,12,11
7,12,11,12,46,1,12,1,46,8,46,12,12,46,46,8,12,7,46,12,12
47,48,48,48,48,42,47,42,48,9,48,48,47,48,48,41,47,40,48,48,47
6,50,49,50,7,2,49,2,7,7,7,50,49,7,7,1,49,0,49,50,49
46,12,49,12,47,1,11,1,47,7,47,12,11,47,47,1,11,0,47,12,11
45,50,49,50,7,1,50,1,7,46,7,50,50,7,7,1,50,0,50,50,50
7,47,47,47,47,2,47,3,47,8,47,47,47,47,47,2,47,1,47,47,47
45,49,48,49,46,42,48,42,46,46,46,49,48,46,46,1,48,0,47,49,48
46,7,47,7,47,1,46,1,47,47,47,7,46,47,47,41,46,40,47,7,46
47,8,8,8,8,2,8,42,8,48,8,8,8,8,8,2,8,1,8,8,8
9,49,9,49,9,2,9,2,9,44,9,49,9,9,9,43,9,42,9,49,9
7,52,9,52,48,42,9,42,48,49,48,52,9,48,48,41,9,40,48,52,9
43,48,47,48,47,41,47,41,47,42,47,48,47,47,47,1,47,0,47,48,47
46,51,50,51,47,42,50,42,47,47,47,51,50,47,47,1,50,0,50,51,50
41,46,46,46,6,2,46,2,6,42,6,46,46,6,6,1,46,0,6,46,46
7,12,11,12,8,40,11,40,8,8,8,12,11,8,8,2,11,1,11,12,11
44,50,49,50,48,39,49,39,48,45,48,50,49,48,48,45,49,44,49,50,49
42,11,9,11,7,1,10,1,7,43,7,11,10,7,7,1,10,0,9,11,10
6,47,47,47,47,41,47,41,47,7,47,47,47,47,47,1,47,0,47,47,47
45,48,48,48,47,3,48,3,47,45,47,48,48,47,47,9,48,1,48,48,48
7,53,52,53,48,42,52,42,48,49,48,53,52,48,48,1,52,0,48,53,52
8,12,11,12,8,1,12,1,8,8,8,12,12,8,8,1,12,0,12,12,12
46,11,10,11,10,2,10,2,10,46,10,11,10,10,10,1,10,0,10,11,10
7,12,11,12,47,41,12,41,47,8,47,12,12,47,47,2,12,1,47,12,12
42,47,10,47,7,1,46,2,7,42,7,47,46,7,7,42,46,0,7,47,46
7,12,12,12,46,2,12,2,46,47,46,12,12,46,46,1,12,0,46,12,12
7,51,49,51,47,40,50,40,47,7,47,51,50,47,47,41,50,0,47,51,50
48,8,8,8,8,2,8,2,8,48,8,8,8,8,8,41,8,40,8,8,8
42,46,9,46,8,2,8,2,8,9,8,46,8,8,8,39,8,39,8,46,8
6,9,8,9,8,3,9,3,8,5,8,9,9,8,8,42,9,41,8,9,9
47,49,49,49,48,2,48,2,48,48,48,49,48,48,48,1,48,0,48,49,48
47,51,50,51,6,1,51,1,6,47,6,51,51,6,6,1,51,0,6,51,51
8,12,11,12,8,1,12,1,8,8,8,12,12,8,8,40,12,39,12,12,12
47,12,48,12,47,1,48,42,47,8,47,12,48,47,47,2,48,40,47,12,48
6,46,48,46,46,1,48,2,46,7,46,46,48,46,46,1,48,0,46,46,48
6,11,9,11,7,2,10,2,7,7,7,11,10,7,7,1,10,0,7,11,10
46,50,49,50,47,41,49,41,47,46,47,50,49,47,47,8,49,7,48,50,49
46,50,50,50,6,1,50,1,6,47,6,50,50,6,6,1,50,0,6,50,50
45,50,8,50,7,1,49,2,7,46,7,50,49,7,7,1,49,0,7,50,49
46,48,48,48,47,1,47,1,47,8,47,48,47,47,47,1,47,0,47,48,47
48,8,8,8,8,2,8,2,8,48,8,8,8,8,8,3,8,1,8,8,8
45,50,9,50,46,41,49,42,46,46,46,50,49,46,46,1,49,0,9,50,49
44,49,48,49,7,2,48,2,7,46,7,49,48,7,7,2,48,1,7,49,48
46,10,9,10,47,0,10,0,47,6,47,10,10,47,47,1,10,0,10,10,10
7,48,47,48,7,41,47,42,7,2,7,48,47,7,7,2,47,1,47,48,47
46,47,47,47,47,1,47,41,47,44,47,47,47,47,47,2,47,0,47,47,47
47,49,49,49,49,43,49,43,49,8,49,49,49,49,49,2,49,1,49,49,49
7,51,8,51,47,2,51,2,47,48,47,51,51,47,47,41,51,40,8,51,51
7,51,9,51,47,2,9,3,47,7,47,51,9,47,47,41,9,40,47,51,9
7,11,10,11,8,2,11,2,8,8,8,11,11,8,8,41,11,40,11,11,11
46,48,48,48,47,40,47,40,47,46,47,48,47,47,47,2,47,1,47,48,47
7,12,12,12,46,40,12,40,46,8,46,12,12,46,46,2,12,1,12,12,12
6,52,50,52,7,1,51,1,7,47,7,52,51,7,7,41,51,41,7,52,51
46,50,49,50,46,40,49,40,46,47,46,50,49,46,46,1,49,0,48,50,49
6,50,49,50,7,1,49,1,7,46,7,50,49,7,7,46,49,0,49,50,49
7,52,51,52,48,42,52,42,48,8,48,52,52,48,48,1,52,0,48,52,52
46,47,48,47,47,42,47,42,47,7,47,47,47,47,47,42,47,41,47,47,47
6,11,10,11,47,1,11,1,47,7,47,11,11,47,47,7,11,6,47,11,11
6,11,10,11,6,1,10,1,6,7,6,11,10,6,6,1,10,0,10,11,10
45,47,47,47,47,55,47,55,46,8,47,47,47,46,47,8,47,7,47,47,47
6,51,8,51,7,41,51,41,7,7,7,51,51,7,7,41,51,40,7,51,51
48,9,9,9,48,2,9,2,48,49,48,9,9,48,48,41,9,40,9,9,9
45,49,49,49,47,1,49,1,47,8,47,49,49,47,47,1,49,0,48,49,49
47,12,10,12,8,1,11,1,8,48,8,12,11,8,8,40,11,39,8,12,11
45,11,10,11,7,2,11,2,7,46,7,11,11,7,7,1,11,0,11,11,11
6,11,10,11,7,1,10,1,7,7,7,11,10,7,7,41,10,40,10,11,10
44,13,47,13,45,56,47,56,45,46,45,13,47,45,45,2,47,1,45,13,47
7,47,46,47,47,40,46,40,47,7,47,47,46,47,47,1,46,0,47,47,46
45,47,47,47,46,39,47,40,46,45,46,47,47,46,46,1,47,0,46,47,47
6,11,9,11,47,1,10,2,47,7,47,11,10,47,47,1,10,0,46,11,10
7,46,46,46,46,40,46,1,46,8,46,46,46,46,46,40,46,39,46,46,46
7,12,46,12,45,2,12,2,45,8,45,12,12,45,45,41,12,1,45,12,12
7,12,12,12,47,2,12,2,47,8,47,12,12,47,47,41,12,40,46,12,12
47,49,48,49,48,3,48,3,48,45,48,49,48,48,48,2,48,1,48,49,48
7,12,11,12,7,1,11,1,7,8,7,12,11,7,7,1,11,0,11,12,11
6,11,10,11,10,1,10,1,10,46,10,11,10,10,10,1,10,0,10,11,10
46,11,10,11,7,1,10,1,7,47,7,11,10,7,7,41,10,40,10,11,10
47,52,49,52,48,42,51,43,48,5,48,52,51,48,48,42,51,41,48,52,51
46,7,6,7,8,1,6,1,8,47,8,7,6,8,8,40,6,40,7,7,6
7,12,46,12,46,2,46,2,46,8,46,12,46,46,46,1,46,0,46,12,46
7,11,10,11,7,1,11,1,7,8,7,11,11,7,7,1,11,0,11,11,11
8,7,7,7,8,1,7,1,8,9,8,7,7,8,8,40,7,39,8,7,7
6,49,49,49,48,42,49,42,48,7,48,49,49,48,48,1,49,0,49,49,49
7,12,10,12,8,2,11,2,8,8,8,12,11,8,8,1,11,40,8,12,11
7,12,11,12,7,42,11,42,7,8,7,12,11,7,7,1,11,0,7,12,11
7,12,11,12,8,41,12,41,8,8,8,12,12,8,8,8,12,7,12,12,12
7,48,48,48,47,42,48,42,47,8,47,48,48,47,47,8,48,55,47,48,48
7,48,47,48,47,41,47,42,47,8,47,48,47,47,47,42,47,7,47,48,47
47,12,48,12,47,2,48,2,47,46,47,12,48,47,47,2,48,1,48,12,48
47,52,51,52,7,43,51,43,7,48,7,52,51,7,7,42,51,41,52,52,51
47,48,48,48,48,41,48,42,48,9,48,48,48,48,48,2,48,1,48,48,48
46,12,48,12,47,2,49,2,47,8,47,12,49,47,47,2,49,1,47,12,49
6,11,10,11,46,1,10,1,46,7,46,11,10,46,46,42,10,41,46,11,10
48,12,49,12,48,2,11,2,48,49,48,12,11,48,48,2,11,1,48,12,11
48,8,8,8,8,41,8,41,8,49,8,8,8,8,8,41,8,40,8,8,8
7,12,11,12,8,26,12,26,8,47,8,12,12,8,8,2,12,1,12,12,12
43,48,48,48,48,2,47,2,48,43,48,48,47,48,48,2,47,1,48,48,47
7,12,11,12,8,1,12,1,8,8,8,12,12,8,8,40,12,39,12,12,12
7,12,10,12,7,1,11,1,7,8,7,12,11,7,7,40,11,39,7,12,11
47,11,11,11,47,1,11,1,47,48,47,11,11,47,47,1,11,0,47,11,11
45,50,49,50,7,1,49,1,7,46,7,50,49,7,7,1,49,0,50,50,49
42,48,47,48,13,2,47,2,12,44,13,48,47,12,13,8,47,7,47,48,47
6,11,9,11,7,1,10,1,7,7,7,11,10,7,7,7,10,6,46,11,10
6,12,10,12,8,1,11,1,8,7,8,12,11,8,8,39,11,38,11,12,11
45,50,49,50,6,1,50,1,6,46,6,50,50,6,6,1,50,0,50,50,50
46,7,6,7,7,1,6,1,7,47,7,7,6,7,7,40,6,39,6,7,6
46,49,48,49,48,42,48,42,48,8,48,49,48,48,48,1,48,0,48,49,48
7,11,9,11,8,1,9,2,8,8,8,11,9,8,8,40,9,39,8,11,9
6,52,7,52,7,2,52,2,7,48,7,52,52,7,7,48,52,47,7,52,52
6,11,10,11,7,1,11,1,7,8,7,11,11,7,7,41,11,47,7,11,11
6,51,50,51,47,41,51,41,47,48,47,51,51,47,47,41,51,40,51,51,51
7,12,11,12,7,1,11,1,7,8,7,12,11,7,7,8,11,40,11,12,11
46,12,12,12,12,1,12,1,12,8,12,12,12,12,12,0,12,7,12,12,12
47,6,48,6,47,1,48,1,47,47,47,6,48,47,47,1,48,0,47,6,48
47,52,51,52,48,42,51,42,48,48,48,52,51,48,48,48,51,1,52,52,51
47,11,9,11,8,1,11,1,8,47,8,11,11,8,8,40,11,39,8,11,11
6,47,47,47,47,41,47,41,47,7,47,47,47,47,47,41,47,0,47,47,47
6,11,10,11,7,1,11,1,7,7,7,11,11,7,7,41,11,40,11,11,11
47,7,49,7,7,2,50,2,7,48,7,7,50,7,7,2,50,1,7,7,50
44,49,48,49,49,43,48,43,49,44,49,49,48,49,49,43,48,42,49,49,48
6,11,9,11,6,1,10,1,6,7,6,11,10,6,6,1,10,0,7,11,10
45,49,49,49,48,42,49,42,48,46,48,49,49,48,48,2,49,1,48,49,49
47,6,5,6,7,1,5,1,6,47,7,6,5,6,7,40,5,39,6,6,5
45,11,11,11,11,1,11,2,11,46,11,11,11,11,11,46,11,0,11,11,11
6,12,10,12,7,1,11,1,7,7,7,12,11,7,7,41,11,47,11,12,11
6,47,8,47,47,41,47,41,47,6,47,47,47,47,47,41,47,40,47,47,47
7,52,51,52,7,2,51,2,7,48,7,52,51,7,7,1,51,0,50,52,51
46,7,6,7,7,41,6,1,7,47,7,7,6,7,7,1,6,0,7,7,6
45,10,9,10,6,1,9,1,6,46,6,10,9,6,6,0,9,45,9,10,9
6,49,48,49,46,2,48,2,46,46,46,49,48,46,46,1,48,0,46,49,48
7,49,48,49,48,42,48,42,48,8,48,49,48,48,48,1,48,0,48,49,48
8,7,10,7,8,1,7,1,7,8,8,7,7,7,8,1,7,0,7,7,7
7,12,48,12,48,42,12,42,48,8,48,12,12,48,48,2,12,1,48,12,12
47,11,10,11,7,1,10,1,7,47,7,11,10,7,7,42,10,41,7,11,10
43,48,47,48,48,41,47,42,48,44,48,48,47,48,48,0,47,0,48,48,47
47,7,6,7,7,1,6,1,7,47,7,7,6,7,7,40,6,39,7,7,6
5,9,8,9,8,2,8,2,8,48,8,9,8,8,8,48,8,39,8,9,8
7,12,10,12,8,2,11,2,8,8,8,12,11,8,8,41,11,41,8,12,11
47,50,49,50,48,42,50,43,48,48,48,50,50,48,48,42,50,41,48,50,50
7,11,10,11,8,1,10,1,8,8,8,11,10,8,8,1,10,0,8,11,10
5,11,11,11,10,44,11,44,10,7,11,11,11,10,10,44,11,43,11,11,11
7,12,48,12,46,2,48,2,46,8,46,12,48,46,46,2,48,1,46,12,48
46,48,48,48,47,1,48,1,47,47,47,48,48,47,47,2,48,0,48,48,48
46,50,49,50,46,39,49,39,46,47,46,50,49,46,46,1,49,0,46,50,49
46,12,11,12,46,1,12,1,46,47,46,12,12,46,46,1,12,0,46,12,12
47,8,48,8,48,42,8,42,48,48,48,8,8,48,48,2,8,1,48,8,8
7,12,10,12,8,2,11,2,8,8,8,12,11,8,8,41,11,40,8,12,11
45,48,47,48,47,42,48,42,47,8,47,48,48,47,47,1,48,0,47,48,48
7,13,12,13,12,2,12,2,12,9,12,13,12,12,12,41,12,41,12,13,12
47,7,8,7,7,2,7,2,7,47,7,7,7,7,7,2,7,1,7,7,7
7,52,51,52,49,42,51,42,49,48,49,52,51,49,49,7,51,41,51,52,51
46,48,48,48,47,42,48,42,47,8,47,48,48,47,47,2,48,1,47,48,48
6,11,10,11,7,2,10,2,7,7,7,11,10,7,7,1,10,0,49,11,10
6,50,49,50,46,40,50,2,46,46,46,50,50,46,46,41,50,40,50,50,50
7,12,11,12,7,1,11,1,7,8,7,12,11,7,7,8,11,0,12,12,11
40,46,45,46,46,0,45,0,46,41,46,46,45,46,46,41,45,40,46,46,45
6,10,9,10,7,2,10,2,6,6,7,11,10,6,7,1,10,0,7,10,10
46,45,48,45,46,2,45,2,46,47,46,45,45,46,46,1,45,0,46,45,45
6,6,49,6,7,1,6,1,7,47,7,6,6,7,7,1,6,0,6,6,6
47,8,9,8,8,1,8,2,8,48,8,8,8,8,8,40,8,39,8,8,8
5,7,6,7,6,0,6,0,6,45,6,7,6,6,6,1,6,38,6,7,6
46,12,11,12,8,3,11,3,8,47,8,12,11,8,8,2,11,1,8,12,11
7,51,50,51,47,2,51,2,47,48,47,51,51,47,47,41,51,1,47,51,51
6,46,45,46,47,39,46,40,47,42,47,46,46,47,47,1,46,0,46,46,46
6,7,6,7,7,1,6,1,7,8,7,7,6,7,7,39,6,38,7,7,6
46,13,12,13,12,1,12,1,12,8,12,13,12,12,12,8,12,7,12,13,12
47,11,10,11,11,1,10,1,11,47,11,11,10,11,11,40,10,39,11,11,10
45,50,49,50,46,40,49,40,46,46,46,50,49,46,46,46,49,45,49,50,49
47,48,48,48,48,42,48,42,48,9,48,48,48,48,48,2,48,1,48,48,48
31,11,10,11,32,1,10,1,32,7,32,11,10,32,32,48,10,47,10,11,10
47,47,49,47,47,42,47,42,47,48,47,47,47,47,47,1,47,41,47,47,47
5,46,46,46,46,1,46,1,46,6,46,46,46,46,46,40,46,39,46,46,46
7,8,8,8,8,2,8,2,8,47,8,8,8,8,8,40,8,39,8,8,8
47,52,51,52,47,1,51,1,47,7,47,52,51,47,47,42,51,41,51,52,51
7,48,48,48,47,2,48,2,47,7,47,48,48,47,47,2,48,1,47,48,48
46,52,50,52,48,42,51,42,48,47,48,52,51,48,48,1,51,41,50,52,51
45,50,50,50,7,1,50,1,7,46,7,50,50,7,7,1,50,0,50,50,50
46,49,48,49,48,1,48,1,48,45,48,49,48,48,48,44,48,0,48,49,48
7,12,10,12,7,2,11,2,7,8,7,12,11,7,7,2,11,1,11,12,11
7,12,49,12,8,43,11,43,48,8,8,12,11,48,8,2,11,1,49,12,11
48,8,8,8,9,2,8,2,9,48,9,8,8,9,9,41,8,40,8,8,8
48,8,7,8,8,2,7,2,8,3,8,8,7,8,8,41,7,40,8,8,7
44,48,47,48,47,40,47,40,47,45,47,48,47,47,47,1,47,0,47,48,47
47,12,11,12,8,2,11,2,8,8,8,12,11,8,8,2,11,1,8,12,11
6,50,49,50,46,1,49,1,46,46,46,50,49,46,46,39,49,38,46,50,49
46,50,49,50,46,40,50,40,46,46,46,50,50,46,46,46,50,1,50,50,50
6,47,8,47,47,41,46,41,47,7,47,47,46,47,47,42,46,40,47,47,46
7,12,11,12,8,1,12,2,8,8,8,12,12,8,8,42,12,41,8,12,12
8,13,12,13,13,2,12,2,13,9,13,13,12,13,13,8,12,0,13,13,12
47,13,12,13,8,1,12,2,8,9,8,13,12,8,8,2,12,1,12,13,12
46,5,49,5,47,40,50,0,5,47,47,5,50,5,47,0,50,0,5,5,50
46,6,6,6,7,1,6,1,7,47,7,6,6,7,7,40,6,39,7,6,6
44,48,48,48,48,1,48,1,48,45,48,48,48,48,48,8,48,7,48,48,48
45,50,49,50,47,40,49,40,47,47,47,50,49,47,47,0,49,39,47,50,49
46,12,48,12,47,1,12,1,47,47,47,12,12,47,47,1,12,0,47,12,12
46,47,48,47,46,41,46,41,46,8,46,47,46,46,46,1,46,0,46,47,46
47,52,50,52,47,42,51,42,47,48,47,52,51,47,47,1,51,41,47,52,51
5,9,8,9,8,2,8,2,8,6,8,9,8,8,8,41,8,40,8,9,8
6,46,46,46,47,2,46,2,47,42,47,46,46,47,47,42,46,0,46,46,46
47,13,12,13,47,2,12,2,47,48,47,13,12,47,47,41,12,40,12,13,12
47,5,49,5,47,42,5,43,47,6,47,5,5,47,47,1,5,0,47,5,5
6,47,46,47,47,1,46,1,47,7,47,47,46,47,47,40,46,39,47,47,46
6,12,11,12,11,2,11,2,11,8,11,12,11,11,11,1,11,1,11,12,11
45,49,48,49,48,42,48,42,48,45,48,49,48,48,48,1,48,0,48,49,48
47,8,7,8,8,2,7,2,8,9,8,8,7,8,8,2,7,1,8,8,7
45,7,6,7,6,1,6,1,6,46,6,7,6,6,6,1,6,0,6,7,6
47,8,9,8,7,1,7,1,7,48,7,8,7,7,7,40,7,39,7,8,7
48,53,52,53,8,2,52,2,8,49,8,53,52,8,8,2,52,1,8,53,52
46,51,50,51,47,41,50,41,47,47,47,51,50,47,47,2,50,1,50,51,50
46,13,48,13,47,2,12,3,47,46,47,13,12,47,47,2,12,1,47,13,12
6,51,50,51,47,41,50,41,47,7,47,51,50,47,47,41,50,0,47,51,50
6,51,8,51,7,0,9,1,6,7,7,51,9,6,7,1,9,40,7,51,9
46,11,10,11,6,0,10,0,6,7,6,11,10,6,6,0,10,40,10,11,10
8,9,9,9,9,2,8,3,9,9,9,9,8,9,9,41,8,40,8,9,8
47,51,50,51,47,1,51,1,47,47,47,51,51,47,47,47,51,46,9,51,51
47,12,10,12,7,42,11,42,7,8,7,12,11,7,7,1,11,0,11,12,11
7,12,11,12,7,41,11,42,7,8,7,12,11,7,7,7,11,7,11,12,11
46,12,11,12,12,1,11,1,11,8,12,12,11,11,12,8,11,40,11,12,11
7,46,46,46,46,2,46,2,46,8,46,46,46,46,46,41,46,40,46,46,46
41,6,6,6,6,1,6,1,6,41,6,6,6,6,6,1,6,0,6,6,6
8,47,11,47,48,41,47,41,48,9,48,47,47,48,48,42,47,1,47,47,47
47,9,9,9,9,2,8,2,9,48,9,9,8,9,9,40,8,39,8,9,8
45,10,9,10,47,42,10,42,47,7,47,10,10,47,47,1,10,0,47,10,10
47,52,50,52,47,42,51,42,47,48,47,52,51,47,47,1,51,1,7,52,51
6,47,48,47,47,41,47,41,47,7,47,47,47,47,47,41,47,40,47,47,47
45,50,49,50,46,40,49,40,46,46,46,50,49,46,46,1,49,0,49,50,49
6,11,10,11,47,1,10,1,47,7,47,11,10,47,47,42,10,41,11,11,10
47,46,46,46,46,2,46,2,46,47,46,46,46,46,46,40,46,39,46,46,46
46,51,50,51,47,41,51,41,47,47,47,51,51,47,47,1,51,1,51,51,51
7,52,51,52,47,41,51,41,47,7,47,52,51,47,47,41,51,40,47,52,51
46,11,10,11,47,1,10,1,47,47,47,11,10,47,47,47,10,46,10,11,10
47,7,7,7,8,1,7,1,8,48,8,7,7,8,8,40,7,39,8,7,7
6,11,10,11,7,0,10,1,7,7,7,11,10,7,7,1,10,46,8,11,10
6,52,50,52,48,41,51,42,48,7,48,52,51,48,48,7,51,6,49,52,51
6,12,11,12,11,1,11,1,11,7,11,12,11,11,11,2,11,1,11,12,11
48,52,51,52,48,43,52,3,48,48,48,52,52,48,48,2,52,1,7,52,52
45,49,48,49,47,41,49,41,47,46,47,49,49,47,47,2,49,1,48,49,49
47,11,11,11,47,42,11,42,47,48,7,11,11,47,47,2,11,1,11,11,11
7,12,11,12,8,42,11,42,8,8,8,12,11,8,8,42,11,41,8,12,11
47,12,11,12,8,43,12,43,8,8,8,12,12,8,8,1,12,0,48,12,12
7,9,9,9,48,2,8,42,48,48,48,9,8,48,48,42,8,41,48,9,8
6,49,48,49,48,42,48,43,48,7,48,49,48,48,48,1,48,0,48,49,48
7,12,46,12,8,3,46,3,8,8,8,12,46,8,8,41,46,1,46,12,46
45,49,48,49,47,39,49,40,47,45,47,49,49,47,47,2,49,1,48,49,49
45,49,48,49,48,42,48,42,48,46,48,49,48,48,48,8,48,7,48,49,48
47,52,51,52,48,1,51,1,48,48,48,52,51,48,48,1,51,0,51,52,51
48,48,48,48,48,42,48,42,48,49,48,48,48,48,48,1,48,0,48,48,48
6,45,45,45,46,2,45,2,46,7,46,45,45,46,46,1,45,0,46,45,45
6,11,10,11,7,1,11,1,7,7,7,11,11,7,7,48,11,47,11,11,11
46,51,50,51,7,1,51,1,7,47,7,51,51,7,7,1,51,0,7,51,51
47,46,49,46,48,41,50,42,47,48,48,46,50,47,48,42,50,41,48,46,50
7,47,47,47,47,41,47,41,47,8,47,47,47,47,47,1,47,0,47,47,47
47,52,51,52,7,1,52,1,6,7,7,52,52,6,7,42,52,41,52,52,52
46,11,10,11,7,1,11,1,7,47,7,11,11,7,7,39,11,38,7,11,11
41,47,46,47,48,2,46,2,48,8,48,47,46,48,48,8,46,7,47,47,46
6,46,46,46,7,2,46,2,7,7,7,46,46,7,7,1,46,0,7,46,46
40,45,9,45,46,0,45,0,46,7,46,45,45,46,46,41,45,6,45,45,45
42,47,47,47,47,2,47,2,47,8,47,47,47,47,47,1,47,0,47,47,47
47,8,7,8,8,1,7,2,8,48,8,8,7,8,8,40,7,39,8,8,7
7,12,9,12,8,1,7,1,8,47,8,12,7,8,8,40,7,39,8,12,7
47,11,10,11,48,42,11,42,48,7,48,11,11,48,48,7,11,6,48,11,11
48,12,10,12,7,1,11,1,7,8,7,12,11,7,7,48,11,48,7,12,11
48,12,11,12,8,43,11,43,8,48,8,12,11,8,8,1,11,0,11,12,11
7,12,49,12,46,1,49,1,46,8,46,12,49,46,46,8,49,7,49,12,49
46,12,48,12,47,2,47,3,47,47,47,12,47,47,47,2,47,1,47,12,47
48,13,50,13,8,2,12,2,8,9,8,13,12,8,8,41,12,40,13,13,12
7,12,11,12,46,3,11,3,46,8,46,12,11,46,46,41,11,40,46,12,11
45,11,11,11,46,40,11,40,46,46,46,11,11,46,46,1,11,0,11,11,11
6,11,9,11,7,2,10,2,7,7,7,11,10,7,7,2,10,1,7,11,10
46,48,48,48,47,41,48,41,47,8,47,48,48,47,47,1,48,0,47,48,48
7,51,8,51,8,2,8,2,8,48,8,51,8,8,8,41,8,40,8,51,8
47,12,11,12,7,42,11,42,7,8,7,12,11,7,7,8,11,7,11,12,11
6,48,48,48,7,2,48,2,7,7,7,48,48,7,7,2,48,1,7,48,48
41,46,46,46,46,1,46,1,46,8,46,46,46,46,46,1,46,0,46,46,46
47,48,48,48,48,43,48,43,48,8,48,48,48,48,48,2,48,1,48,48,48
46,51,48,51,47,42,48,42,47,47,47,51,48,47,47,42,48,41,47,51,48
46,12,11,12,47,0,11,0,47,8,47,12,11,47,47,1,11,40,47,12,11
46,13,13,13,13,2,13,2,13,46,13,13,13,13,13,2,13,1,13,13,13
7,12,11,12,46,1,11,40,46,8,46,12,11,46,46,40,11,39,46,12,11
46,47,48,47,47,42,47,42,47,6,47,47,47,47,47,42,47,41,47,47,47
47,11,9,11,7,1,10,1,7,47,7,11,10,7,7,48,10,47,8,11,10
